"bpid","mlbid","Name","Age","Season","Team","Games","Innings","Fielded Plays","RDA Outs","Range Out Score","Attempt Range","THR Opps","THR Rate","RDA","THR","CDA","DRP"
117672,680779,"Henry Davis",25,2025,"PIT",83,681.7,22,-0.1,-0.3,,2,-0.002,-0.1,0,2,2
118072,680728,"Adrian Del Castillo",25,2025,"AZ",5,33.3,,,,,,,,,0.2,0.2
118309,672282,"Reid Detmers",25,2025,"LAA",61,63.7,3,0,-0.8,,,,0,,0,0
119177,669364,"Xavier Edwards",25,2025,"MIA",137,1174,403,4.9,1.3,6.7,,,3.5,,0,3.5
119330,669438,"Mason Englert",25,2025,"TB",29,44.7,5,0,-0.3,,,,0,,0,0
119979,678606,"Jose A. Ferrer",25,2025,"WSH",72,76.3,16,0,-0.3,,,,0,,0,0
121206,680869,"Zack Gelof",25,2025,"ATH",30,233.7,76,0.6,0.9,2,,,0.4,,0,0.4
121931,669357,"Nolan Gorman",25,2025,"STL",84,666.3,217,-2.4,-1.2,-3.1,,,-1.7,,0,-1.7
122650,678020,"Seth Halvorsen",25,2025,"COL",41,39.7,5,0,-0.5,,,,0,,0,0
123266,678692,"Ronny Henriquez",25,2025,"MIA",69,73,8,0,-0.3,,,,0,,0,0
123271,669371,"Cole Henry",25,2025,"WSH",57,52.7,1,0,0,,,,0,,0,0
123409,681715,"Heriberto Hernández",25,2025,"MIA",49,346,144,-1.6,-1.9,,9,0.003,-1.3,0,0,-1.3
123682,677955,"Jaden Hill",25,2025,"COL",28,29.3,4,0,-0.4,,,,0,,0,0
123838,680684,"Gunnar Hoglund",25,2025,"ATH",6,32.3,1,0,-0.3,,,,0,,0,0
123911,680880,"Grant Holman",25,2025,"ATH",22,23,1,0,-0.6,,,,0,,0,0
124483,669236,"Jeremiah Jackson",25,2025,"BAL",44,335,128,-1.6,-2,-0.2,,,-1.3,,0,-1.3
125372,672284,"Jarred Kelenic",25,2025,"ATL",23,162.3,61,0.3,0.8,,25,-0.004,0.2,-0.1,0,0.2
126483,683004,"Jack Leiter",25,2025,"TEX",29,151.7,11,0,0,,,,0,,0,0
126657,669461,"Matthew Liberatore",25,2025,"STL",29,151.7,11,0.1,0.6,,,,0.1,,0,0.1
127532,669234,"Justyn-Henry Malloy",25,2025,"DET",21,89,39,-0.5,-2.4,0,10,-0.003,-0.4,0,0,-0.4
128575,680729,"Garrett McDaniels",25,2025,"LAA",10,10.7,1,0,-0.8,,,,0,,0,0
128758,680574,"Matt McLain",25,2025,"CIN",142,1210.7,369,-4,-1.2,-1.7,1,0,-2.9,0,0,-2.9
128870,678009,"Parker Meadows",25,2025,"DET",57,468,184,0.9,0.8,,19,-0.001,0.7,0,0,0.7
129854,682254,"Mason Montgomery",25,2025,"TB",57,46,4,0,-0.4,,,,0,,0,0
130423,682610,"Roddery Muñoz",25,2025,"STL",9,11,1,0,0.3,,,,0,,0,0
130661,666310,"Bo Naylor",25,2025,"CLE",119,945.3,39,0,0.1,,,,0,,-2.6,-2.6
130861,680951,"Doug Nikhazy",25,2025,"CLE",2,4,,,,,,,,,0,
130940,681393,"Connor Norby",25,2025,"MIA",82,690,182,-1.4,-0.9,-1.8,1,-0.001,-1,0,0,-1
131149,681351,"Logan O'Hoppe",25,2025,"LAA",99,869,26,-0.1,-0.3,,1,0.002,-0.1,0,-11.1,-11.2
131358,681857,"Reese Olson",25,2025,"DET",13,68.7,3,0,-0.3,,,,0,,0,0
131409,680716,"Jonathan Ornelas",25,2025,,6,26,12,0,-0.1,0,,,0,,0,0
131860,680730,"Mitchell Parker",25,2025,"WSH",33,164.7,10,0,-0.3,,,,0,,0,0
132620,678022,"Jack Perkins",25,2025,"ATH",12,38.7,3,0,-0.3,,,,0,,0,0
132680,671976,"Tristan Peters",25,2025,"TB",4,29,14,-0.1,-1.1,,,,-0.1,,0,-0.1
134211,680689,"Lyon Richardson",25,2025,"CIN",34,37.7,4,0,0,,,,0,,0,0
134629,677958,"Kumar Rocker",25,2025,"TEX",14,64.3,9,0,0.6,,,,0,,0,0
134717,682848,"Endy Rodríguez",25,2025,"PIT",18,134.7,27,-0.1,-0.2,0,1,0,-0.1,0,0,-0.1
134896,678495,"Randy Rodríguez",25,2025,"SF",50,50.7,2,0,-0.3,,,,0,,0,0
136375,680885,"Spencer Schwellenbach",25,2025,"ATL",17,110.7,19,0.2,1.4,,1,-0.001,0.1,0,0,0.1
136838,672279,"Michael Siani",25,2025,"STL",17,59.3,19,-0.2,-1.8,,9,-0.001,-0.2,0,0,-0.2
136890,681217,"Chase Silseth",25,2025,"LAA",10,11,2,0,-0.5,,,,0,,0,0
136960,682927,"Ronny Simon",25,2025,,22,144.7,42,0.1,0.3,0.2,3,-0.003,0.1,0,0,0.1
137155,681916,"Dylan Smith",25,2025,"DET",7,13,2,0,0,,,,0,,0,0
137252,681343,"Shane Smith",25,2025,"CWS",29,146.3,9,0,0.3,,,,0,,0,0
138635,677950,"Alek Thomas",25,2025,"AZ",139,1080.3,488,-5.4,-1.7,,83,-0.001,-4.5,-0.1,0,-4.6
138910,679529,"Spencer Torkelson",25,2025,"DET",145,1272,269,0.9,0.3,-4.6,3,0,0.6,0,0,0.6
139196,668930,"Brice Turang",25,2025,"MIL",154,1329,442,3.7,0.9,14.7,,,2.7,,0,2.7
139369,682842,"Abner Uribe",25,2025,"MIL",75,75.3,10,0,-0.1,,,,0,,0,0
139673,672841,"Carlos Vargas",25,2025,"SEA",70,77,11,0,-0.3,,,,0,,0,0
139705,678246,"Miguel Vargas",25,2025,"CWS",133,1127.3,292,-2.9,-1.2,-4,,,-2.1,,0,-2.1
139729,678024,"Mike Vasil",25,2025,"CWS",47,101,12,0,0,,,,0,,0,0
140142,680767,"Victor Vodnik",25,2025,"COL",52,50.7,8,0,-0.3,,,,0,,0,0
140479,677960,"Ryan Weathers",25,2025,"MIA",8,38.3,8,0,-0.3,,,,0,,0,0
140577,669224,"Austin Wells",25,2025,"NYY",122,1000,21,-0.2,-1,,,,-0.1,,11.7,11.6
140736,669391,"Owen White",25,2025,"CWS",3,7,,,,,,,,,0,
140834,677961,"Cole Wilcox",25,2025,"TB",1,1,,,,,,,,,0,
140930,668909,"Gavin Williams",25,2025,"CLE",31,167.7,14,0,0.1,,,,0,,0,0
141131,668390,"Cole Winn",25,2025,"TEX",33,41.7,6,0,0.4,,,,0,,0,0
141166,677951,"Bobby Witt Jr.",25,2025,"KC",154,1340,488,2.5,0.6,10,4,-0.016,1.8,-0.1,0,1.7
141269,669398,"Gage Workman",25,2025,,11,46,14,-0.1,-1.1,-1.2,,,-0.1,,0,-0.1
141688,683146,"Brett Baty",25,2025,"NYM",123,946,327,0.5,0.2,1.9,1,-0.001,0.4,0,0,0.4
141693,682997,"Tyler Callihan",25,2025,"CIN",4,19.7,7,0,-0.4,0,5,0.002,0,0,0,0
143422,684974,"Craig Yoho",25,2025,"MIL",8,8.7,1,0,-0.6,,,,0,,0,0
143435,685744,"Kenedy Corona",25,2025,"HOU",2,12,1,0,-0.5,,,,0,,0,0
143599,686228,"Juan Burgos",25,2025,,13,13.3,4,0,0,,,,0,,0,0
143656,686218,"Emmet Sheehan",25,2025,"LAD",15,73.3,3,0,-0.5,,,,0,,0,0
143994,686701,"Ryan Bergert",25,2025,,19,76.3,5,0,0.2,,,,0,,0,0
144778,687952,"Christian Encarnacion-Strand",25,2025,"CIN",36,289.3,64,-0.1,-0.1,0.7,,,-0.1,,0,-0.1
144832,687957,"Dustin Harris",25,2025,"TEX",16,94,49,-0.1,-0.2,,9,0,-0.1,0,0,-0.1
146772,688158,"David Morgan",25,2025,"SD",41,47.3,6,0,-0.1,,,,0,,0,0
147481,689041,"Rhylan Thomas",25,2025,"SEA",3,22,10,0,0.2,,5,-0.004,0,0,0,0
147783,690928,"Hunter Dobbins",25,2025,"BOS",13,61,6,0,-0.3,,,,0,,0,0
147789,690916,"Richard Fitts",25,2025,"BOS",11,45,2,0,-0.4,,,,0,,0,0
148211,691548,"Rolddy Muñoz",25,2025,"ATL",3,3.7,,,,,,,,,0,
148637,694361,"Will Klein",25,2025,"LAD",14,15.3,3,0,0.3,,,,0,,0,0
149134,694350,"Zach Brzykcy",25,2025,"WSH",26,23,1,0,-0.3,,,,0,,0,0
149417,696100,"Hunter Goodman",25,2025,"COL",104,841.3,25,0.1,0.4,,2,-0.006,0.1,0,0.3,0.4
149535,695418,"Brad Lord",25,2025,"WSH",48,130.7,12,0,0.4,,,,0,,0,0
149873,694037,"Daniel Palencia",25,2025,"CHC",54,52.7,1,0,0.1,,,,0,,0,0
151226,700242,"Trey Sweeney",25,2025,"DET",112,759.7,246,-1.6,-0.7,-4,2,-0.011,-1.2,0,0,-1.2
151228,700669,"Gordon Graceffo",25,2025,"STL",26,43,2,0,-0.6,,,,0,,0,0
151243,701552,"Andre Granillo",25,2025,"STL",14,21,2,0,-0.5,,,,0,,0,0
151281,686217,"Sal Frelick",25,2025,"MIL",139,1190,467,9.2,3.3,0,108,0.002,7.6,0.2,0,7.9
151286,694851,"Andrew Hoffmann",25,2025,,11,12,2,0,-0.1,,,,0,,0,0
151300,702332,"Caleb Durbin",25,2025,"MIL",134,1108,313,1.5,0.6,7.7,,,1.1,,0,1.1
151380,696147,"Sam Bachman",25,2025,"LAA",23,20.3,1,0,0.3,,,,0,,0,0
151463,696285,"Jacob Young",25,2025,"WSH",112,901.3,407,11,4.1,,70,0.001,9.1,0.1,0,9.2
151556,700249,"Cade Povich",25,2025,"BAL",22,112.3,10,0,-0.1,,,,0,,0,0
151557,701581,"David Festa",25,2025,"MIN",11,53.3,5,0,-0.1,,,,0,,0,0
151582,696136,"Jordan Wicks",25,2025,"CHC",8,14.3,3,0,-0.3,,,,0,,0,0
151587,696131,"Mason Black",25,2025,"SF",1,4,,,,,,,,,0,
151637,701487,"Pierson Ohl",25,2025,"MIN",14,30,1,0,0,,,,0,,0,0
151651,701519,"Travis Adams",25,2025,"MIN",18,33.7,5,0,0,,,,0,,0,0
151691,693433,"Bryan Woo",25,2025,"SEA",30,186.7,22,0,0.1,,,,0,,0,0
151693,702070,"Noah Cameron",25,2025,"KC",24,138.3,14,0,0.3,,,,0,,0,0
153145,702358,"Trey Lipscomb",25,2025,"WSH",3,11,5,0,-0.4,0,,,0,,0,0
153781,701305,"Zach Dezenzo",25,2025,"HOU",29,207,77,-0.9,-1.9,0,28,0.001,-0.7,0,0,-0.7
157585,702176,"Alan Roden",25,2025,,52,357,162,-0.9,-1,,38,0.004,-0.7,0.1,0,-0.6
161632,801434,"Paul Gervase",25,2025,,6,8.3,1,0,-0.5,,,,0,,0,0
161805,801216,"Christian Montes De Oca",25,2025,"AZ",1,2.7,,,,,,,,,0,
163859,805673,"Zebby Matthews",25,2025,"MIN",16,79.3,10,0,0.4,,,,0,,0,0
163882,805249,"Otto Kemp",25,2025,"PHI",60,480,121,-1.3,-1.3,-1.7,,,-0.9,,0,-0.9
167390,805299,"Brandyn Garcia",25,2025,,14,14.3,2,0,-0.5,,,,0,,0,0
106820,660688,"Keibert Ruiz",26,2025,"WSH",66,557,15,0.1,0.4,,,,0.1,,-7.7,-7.7
107182,665742,"Juan Soto",26,2025,"NYM",157,1374,459,-11.5,-4.2,,97,-0.001,-9.5,-0.1,0,-9.6
107184,665489,"Vladimir Guerrero Jr.",26,2025,"TOR",133,1126.7,253,-2.1,-0.9,2,1,0,-1.5,0,0,-1.5
107293,665750,"Leody Taveras",26,2025,,57,444,200,-0.9,-0.6,,84,0,-0.7,0,0,-0.7
107401,665804,"Miguel Amaya",26,2025,"CHC",27,229.7,7,0,0,,,,0,,-0.7,-0.7
107439,668731,"Akil Baddoo",26,2025,"DET",7,45,22,0.1,1,,17,0.003,0.1,0.1,0,0.1
107561,665828,"Oswaldo Cabrera",26,2025,"NYY",34,271,73,-0.4,-0.6,-1,,,-0.3,,0,-0.3
107582,666185,"Dylan Carlson",26,2025,"BAL",81,578.7,238,1.3,1,,48,0.003,1.1,0.2,0,1.2
107628,665953,"Andrés Chaparro",26,2025,"WSH",30,149,28,0.1,0.2,1,,,0.1,,0,0.1
107675,665833,"Oneil Cruz",26,2025,"PIT",125,1061.3,457,-4.1,-1.4,,95,-0.005,-3.4,-0.4,0,-3.8
107784,665877,"José Fermín",26,2025,"STL",24,142,45,0.4,0.7,0,,,0.3,,0,0.3
107858,665926,"Andrés Giménez",26,2025,"TOR",101,838.7,270,3.7,1.5,3.6,1,0,2.7,0,0,2.7
108145,665561,"Rafael Marchán",26,2025,"PHI",42,283,5,0,-0.2,,,,0,,1.3,1.3
108258,666661,"Juan Morillo",26,2025,"AZ",42,34.3,2,0,-0.5,,,,0,,0,0
108274,662253,"Andrés Muñoz",26,2025,"SEA",64,62.3,3,0,-0.1,,,,0,,0,0
108284,665966,"Carlos Narváez",26,2025,"BOS",112,952,32,-0.1,-0.2,,,,-0.1,,4.7,4.6
108350,670623,"Isaac Paredes",26,2025,"HOU",89,766.7,208,-0.9,-0.5,-11,1,0.002,-0.6,0,0,-0.6
108479,665861,"Sebastián  Rivero",26,2025,"LAA",11,85.3,2,0,-0.2,,,,0,,-0.6,-0.6
108525,665923,"Esteury Ruiz",26,2025,"LAD",17,60.3,23,0.2,1.9,,,,0.2,,0,0.2
108618,666277,"George Soriano",26,2025,"MIA",24,36.7,4,0,-0.1,,,,0,,0,0
108619,667755,"José Soriano",26,2025,"LAA",31,169,26,0,0,,,,0,,0,0
108651,665487,"Fernando Tatis Jr.",26,2025,"SD",153,1299,521,20.3,6.6,,114,0.001,16.8,0.1,0,17
108656,669392,"Samad Taylor",26,2025,"SEA",3,20,8,0,-0.2,,2,0.011,0,0,0,0
108701,665839,"Enmanuel Valdez",26,2025,"PIT",29,210.3,48,0,0.1,1.9,,,0,,0,0
108993,668964,"Tobias Myers",26,2025,"MIL",22,50.7,5,0,-0.4,,,,0,,0,0
109083,669261,"Jack Suwinski",26,2025,"PIT",56,397.3,166,0.4,0.4,,21,-0.001,0.3,0,0,0.3
109125,670970,"Adrian Morejon",26,2025,"SD",75,73.7,14,0,0.1,,,,0,,0,0
109295,666176,"Jo Adell",26,2025,"LAA",149,1259,525,-11.1,-3.3,,94,-0.003,-9.2,-0.3,0,-9.5
109318,669397,"Nick Allen",26,2025,"ATL",135,1070.7,346,4.8,1.5,10.7,1,0.001,3.5,0,0,3.5
109324,665660,"Elvis Alvarado",26,2025,"ATH",37,42.3,3,0,-0.5,,,,0,,0,0
109417,669358,"Shane Baz",26,2025,"TB",31,166.3,17,0,0.3,,,,0,,0,0
109448,672642,"Steward Berroa",26,2025,"MIL",2,13,6,0,0.5,,,,0,,0,0
109661,674444,"Steven Cruz",26,2025,"KC",47,45.7,4,0,-0.1,,,,0,,0,0
109738,673237,"Yainer Diaz",26,2025,"HOU",113,990,29,-0.1,-0.2,,,,-0.1,,-6.4,-6.5
109838,671289,"Tyler Freeman",26,2025,"COL",80,620.3,240,-8,-5.4,-0.4,21,-0.005,-6.6,-0.1,0,-6.7
110120,671083,"Buddy Kennedy",26,2025,,12,76.3,17,-0.1,-1,0.7,,,-0.1,,0,-0.1
110182,668904,"Royce Lewis",26,2025,"MIN",99,826,201,1.9,1.1,1.1,,,1.4,,0,1.4
110207,672640,"Otto Lopez",26,2025,"MIA",142,1222,435,4.1,1,5.7,2,0.001,3,0,0,3
110333,669004,"MJ Melendez",26,2025,"KC",20,134,44,0.5,1.9,,11,0,0.4,0,0,0.4
110348,675650,"Michael Mercado",26,2025,"PHI",3,3,1,0,-0.3,,,,0,,0,0
110401,666624,"Christopher Morel",26,2025,"TB",70,483.7,168,-2.1,-2.3,,32,-0.002,-1.7,-0.1,0,-1.8
110572,673820,"Robinson Piña",26,2025,,2,2.3,1,0,-0.3,,,,0,,0,0
110800,676914,"Davis Schneider",26,2025,"TOR",77,475.7,175,-0.1,-0.2,0,11,0,-0.1,0,0,-0.1
111018,668723,"Ryan Vilade",26,2025,,7,34,13,0,-0.2,,4,-0.004,0,0,0,0
111044,671221,"Drew Waters",26,2025,"KC",68,508.7,226,-1.4,-1,,69,-0.001,-1.2,0,0,-1.2
111086,677800,"Wilyer Abreu",26,2025,"BOS",104,847.3,310,10.9,5.9,,83,0.004,9,0.3,0,9.3
111090,676070,"Jacob Amaya",26,2025,"CWS",37,211.3,73,0.1,0.1,-1.9,,,0.1,,0,0.1
111112,669022,"MacKenzie Gore",26,2025,"WSH",30,159.7,12,0,0.1,,,,0,,0,0
111121,676661,"Max Lazar",26,2025,"PHI",36,41.3,1,0,-0.1,,,,0,,0,0
111145,669422,"Matt Sauer",26,2025,"LAD",10,29.7,1,0,-0.3,,,,0,,0,0
111151,676206,"Freddy Tarnok",26,2025,"MIA",5,7.3,2,0,-0.1,,,,0,,0,0
111187,677649,"Ezequiel Duran",26,2025,"TEX",86,510.7,162,0,0,1.7,,,0,,0,0
111203,669084,"DL Hall",26,2025,"MIL",20,38.7,3,0,0,,,,0,,0,0
111216,672386,"Alejandro Kirk",26,2025,"TOR",118,965.3,26,0.1,0.5,,,,0.1,,6.2,6.3
111237,674384,"Eduarniel Núñez",26,2025,,10,12.7,,,,,,,,,0,
111327,671096,"Andrew Abbott",26,2025,"CIN",29,166.3,15,0.1,0.5,,,,0.1,,0,0.1
111707,677942,"Blaze Alexander",26,2025,"AZ",68,577.7,209,1.5,0.8,0.9,,,1.1,,0,1.1
111773,671106,"Logan Allen",26,2025,"CLE",30,156.7,6,0,-0.4,,,,0,,0,0
112687,672275,"Patrick Bailey",26,2025,"SF",132,1029.7,28,0.2,0.8,,,,0.1,,23.3,23.5
113331,678394,"Brayan Bello",26,2025,"BOS",29,166.7,18,0,-0.3,,,,0,,0,0
113630,676440,"Tanner Bibee",26,2025,"CLE",31,182.3,18,-0.1,-0.5,,,,-0.1,,0,-0.1
114833,676475,"Alec Burleson",26,2025,"STL",114,945,290,-4,-2.3,0,34,-0.002,-3.3,-0.1,0,-3.4
115693,676508,"Ben Casparius",26,2025,"LAD",46,77.7,3,0,-0.4,,,,0,,0,0
115711,680604,"Blas Castaño",26,2025,"SEA",1,3,,,,,,,,,0,
115906,676917,"Cade Cavalli",26,2025,"WSH",10,48.7,8,0,0.1,,,,0,,0,0
115926,677944,"Slade Cecconi",26,2025,"CLE",23,132,7,0,-0.3,,,,0,,0,0
117185,676979,"Garrett Crochet",26,2025,"BOS",32,205.3,10,0,-0.4,,,,0,,0,0
117298,678316,"Omar Cruz",26,2025,"SD",2,3.7,,,,,,,,,0,
117434,675540,"Xzavion Curry",26,2025,"MIA",3,3,,,,,,,,,0,
118215,676356,"Jonny DeLuca",26,2025,"TB",19,140,63,0.4,0.9,,15,0,0.3,0,0,0.3
118842,676263,"Jack Dreyer",26,2025,"LAD",67,76.3,4,0,-0.4,,,,0,,0,0
119133,671109,"Jake Eder",26,2025,"LAA",8,18.3,1,0,-0.1,,,,0,,0,0
119234,671284,"Tim Elko",26,2025,"CWS",20,157,37,0.1,0.2,2,3,-0.005,0.1,0,0,0.1
119526,669093,"Jeremiah Estrada",26,2025,"SD",77,73,3,0,-0.5,,,,0,,0,0
119528,681751,"Lazaro Estrada",26,2025,"TOR",2,7.3,1,0,0.1,,,,0,,0,0
120345,679822,"Justin Foscue",26,2025,"TEX",3,23,6,0,-0.1,-1,,,0,,0,0
121446,669372,"J.T. Ginn",26,2025,"ATH",23,90.3,7,0,-0.4,,,,0,,0,0
121919,676467,"Colton Gordon",26,2025,"HOU",20,86,9,-0.1,-1.6,,,,-0.1,,0,-0.1
122708,676106,"Emerson Hancock",26,2025,"SEA",22,90,10,0.1,0.8,,,,0.1,,0,0.1
124258,676428,"Brant Hurter",26,2025,"DET",43,63,8,0,-0.3,,,,0,,0,0
125175,666397,"Edouard Julien",26,2025,"MIN",51,362,103,-0.3,-0.3,1.3,,,-0.2,,0,-0.2
125642,677008,"Heston Kjerstad",26,2025,"BAL",51,370.3,126,-1.4,-2,,40,0.001,-1.2,0,0,-1.1
126356,673929,"Jordan Leasure",26,2025,"CWS",68,64.3,4,0,-0.3,,,,0,,0,0
126858,679845,"Nick Loftin",26,2025,"KC",62,402,137,-0.9,-1.1,0.3,8,0,-0.8,0,0,-0.8
127849,668885,"Austin Martin",26,2025,"MIN",49,366,165,-1.1,-1.1,0,,,-0.9,,0,-0.9
129333,676974,"Max Meyer",26,2025,"MIA",12,64.7,12,-0.1,-0.8,,,,-0.1,,0,-0.1
129445,676272,"Bobby Miller",26,2025,"LAD",2,5,1,0,-0.3,,,,0,,0,0
129452,682243,"Bryce Miller",26,2025,"SEA",18,90.3,6,0,-0.1,,,,0,,0,0
129622,669003,"Garrett Mitchell",26,2025,"MIL",25,179.7,92,2.3,3.8,,40,0,1.9,0,0,1.9
129665,669387,"Carmen Mlodzinski",26,2025,"PIT",34,99,12,0.1,0.9,,,,0.1,,0,0.1
130441,668716,"Noah Murdock",26,2025,"ATH",14,17,6,0,-0.6,,,,0,,0,0
131491,682847,"Luis L. Ortiz",26,2025,"CLE",16,88.7,11,0,-0.4,,,,0,,0,0
131744,669449,"Jake Palisch",26,2025,"CWS",1,1,,,,,,,,,0,
131748,669467,"Andre Pallante",26,2025,"STL",31,162.7,23,0,0,,,,0,,0,0
135525,671131,"Jackson Rutledge",26,2025,"WSH",63,73.3,9,0,0,,,,0,,0,0
135872,682144,"Jayvien Sandridge",26,2025,"NYY",1,0.7,,,,,,,,,,
136264,669477,"Casey Schmitt",26,2025,"SF",92,761.3,235,-2.2,-1,-5.5,,,-1.6,,0,-1.6
136475,678011,"Anthony Seigler",26,2025,"MIL",27,132.3,41,-0.4,-1.2,-1,,,-0.3,,0,-0.3
136621,676044,"Bob Seymour",26,2025,"TB",25,191,41,0.1,0.2,2,,,0.1,,0,0.1
137126,671922,"Cade Smith",26,2025,"CLE",76,73.7,5,0,-0.8,,,,0,,0,0
137780,677060,"Chad Stevens",26,2025,"LAA",5,37,15,0,-0.4,-0.7,,,0,,0,0
137960,675911,"Spencer Strider",26,2025,"ATL",23,125.3,5,0,0.1,,,,0,,0,0
138569,678906,"Kai-Wei Teng",26,2025,"SF",8,29.7,1,0,-0.3,,,,0,,0,0
138572,669326,"Bryce Teodosio",26,2025,"LAA",50,406,210,3.6,2.6,,,,3,,0,3
138833,669911,"Michael Toglia",26,2025,"COL",86,723,194,-3.7,-2,-3.5,3,0,-2.7,0,0,-2.7
139775,681190,"Randy Vásquez",26,2025,"SD",28,133.7,14,0,0.3,,,,0,,0,0
140632,676059,"Jordan Westburg",26,2025,"BAL",68,581.7,154,-0.2,-0.2,-2.2,,,-0.1,,0,-0.1
141102,669717,"Will Wilson",26,2025,"CLE",33,226,68,-0.3,-0.4,-0.4,1,0,-0.2,0,0,-0.2
141127,676466,"Jack Winkler",26,2025,"MIA",13,44.3,6,0,-0.1,0,,,0,,0,0
143325,685005,"Christian Roa",26,2025,"MIA",2,3,,,,,,,,,0,
143668,686249,"Nathan Wiles",26,2025,"ATL",1,1,,,,,,,,,0,
143774,686613,"Hunter Brown",26,2025,"HOU",31,185.3,17,0.1,0.4,,,,0.1,,0,0.1
143882,686676,"Korey Lee",26,2025,"CWS",18,91,8,0,-0.5,,,,0,,-0.1,-0.1
144150,687473,"Ryan Gusto",26,2025,,27,101.7,5,0,-0.4,,,,0,,0,0
144225,686751,"Seth Johnson",26,2025,"PHI",10,12.7,,,,,,,,,0,
144443,687401,"Joey Ortiz",26,2025,"MIL",149,1217.7,422,-1.3,-0.3,3,,,-0.9,,0,-0.9
144454,686780,"Pedro Pagés",26,2025,"STL",112,908.7,18,0,0,0,,,0,,7,7
144487,687166,"Austin Pope",26,2025,"AZ",1,2,1,0,-0.3,,,,0,,0,0
144696,687064,"Brandon Young",26,2025,"BAL",12,57.7,5,0,-0.3,,,,0,,0,0
144830,687589,"Dom Hamel",26,2025,"NYM",1,1,,,,,,,,,0,
145971,688107,"Robert Gasser",26,2025,"MIL",2,5.7,,,,,,,,,0,
146199,689414,"Liam Hicks",26,2025,"MIA",89,643.7,37,-0.3,-0.6,-3.1,,,-0.2,,-2.8,-3.1
147697,689172,"Brett Wisely",26,2025,,24,150,52,0.4,0.7,1.6,,,0.3,,0,0.3
147755,690925,"Clayton Beeter",26,2025,,26,25.3,1,0,-0.3,,,,0,,0,0
147896,808967,"Yoshinobu Yamamoto",26,2025,"LAD",30,173.7,19,0,0.3,,,,0,,0,0
148608,686894,"Joey Wiemer",26,2025,"MIA",23,149,65,1,2.5,,,,0.8,,0,0.8
148620,693304,"Nick Gonzales",26,2025,"PIT",96,839.7,265,-1.9,-0.7,2.7,1,0,-1.4,0,0,-1.4
148622,693307,"Dillon Dingler",26,2025,"DET",118,1011.7,30,-0.1,-0.4,,,,-0.1,,9,9
148627,693312,"Kyle Nicolas",26,2025,"PIT",31,38,3,0,-0.1,,,,0,,0,0
148629,693821,"Bryce Elder",26,2025,"ATL",28,156.3,22,0,0,,,,0,,0,0
148631,693855,"Ian Seymour",26,2025,"TB",19,57,7,0.1,1.1,,,,0.1,,0,0.1
148632,694297,"Brandon Pfaadt",26,2025,"AZ",33,176.7,10,0,-0.5,,,,0,,0,0
148638,694363,"Jared Shuster",26,2025,"CWS",12,15.7,2,0,-0.3,,,,0,,0,0
148642,694376,"Shay Whitcomb",26,2025,"HOU",17,62,22,0,-0.2,-0.3,1,0.001,0,0,0,0
149502,701121,"Logan VanWey",26,2025,"HOU",9,10.7,,,,,,,,,0,
151203,694362,"Blake Dunn",26,2025,"CIN",29,178.3,78,-0.3,-0.6,,21,0,-0.2,0,0,-0.3
151227,700250,"Ben Rice",26,2025,"NYY",82,601.7,83,0.2,0.2,0.9,,,0.1,,0,0.2
151232,702795,"Ryan Loutos",26,2025,,12,12,2,0,-0.9,,,,0,,0,0
151254,694374,"Tim Tawa",26,2025,"AZ",71,492.3,155,-0.7,-0.5,0.3,17,-0.001,-0.5,0,0,-0.5
151256,695257,"Billy Cook",26,2025,"PIT",3,11,6,0,-0.2,,6,0,0,0,0,0
151257,695445,"Chase Lee",26,2025,"DET",32,37.3,4,0,0.6,,1,0,0,0,0,0
151282,694335,"Matt Svanson",26,2025,"STL",39,60.3,4,0,-0.1,,,,0,,0,0
151283,694388,"Joey Loperfido",26,2025,"TOR",37,227,108,0.1,0.2,,,,0.1,,0,0.1
151288,695238,"Will Wagner",26,2025,,39,255.7,46,-0.4,-1,-0.5,,,-0.3,,0,-0.3
151341,690924,"Braxton Fulford",26,2025,"COL",32,249,6,0,-0.1,,,,0,,-2.3,-2.3
151383,694359,"Niko Kavadas",26,2025,"LAA",10,61,15,0,-0.1,0,,,0,,0,0
151424,694646,"Chayce McDermott",26,2025,"BAL",4,8.7,,,,,,,,,0,
151459,674841,"Andrew Alvarez",26,2025,"WSH",5,23.3,,,,,,,,,0,
151570,694738,"Landen Roupp",26,2025,"SF",22,106.7,12,0,0.1,,,,0,,0,0
151578,693313,"Carson Seymour",26,2025,"SF",16,36,3,0,-0.1,,,,0,,0,0
151608,694477,"Chad Patrick",26,2025,"MIL",27,119.7,9,0,0.6,,,,0,,0,0
151615,695243,"Mason Miller",26,2025,,60,61.7,5,0,-0.1,,,,0,,0,0
151694,701542,"Will Warren",26,2025,"NYY",33,162.3,19,-0.2,-1.1,,,,-0.1,,0,-0.1
152854,693409,"César Prieto",26,2025,"STL",2,9,2,0,-0.2,-1,,,0,,0,0
162560,802686,"Hayden Harris",26,2025,"ATL",3,2.7,1,0,-0.6,,,,0,,0,0
165248,808975,"Hyeseong Kim",26,2025,"LAD",66,409.3,143,0.6,0.4,-0.4,18,0.001,0.4,0,0,0.4
165254,808982,"Jung Hoo Lee",26,2025,"SF",147,1275.7,514,-12.9,-3.8,,75,0.004,-10.7,0.3,0,-10.4
